nome;nteste;qtdit;qtdalloc;tempo
Best fit;3;50;10;0.000010
Worst fit;3;50;10;0.000010
UNIX;0;50;10;0.000001
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000003
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000047
Half fit;1;50;10;0.000013
Quick fit;1;50;10;0.000289
First fit;1;50;10;0.000009
Best fit;1;50;10;0.000162
Worst fit;1;50;10;0.000288
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000026
Half fit;3;50;10;0.000023
Quick fit;3;50;10;0.000062
First fit;3;50;10;0.000008
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000058
UNIX;0;50;10;0.000006
Half fit;0;50;10;0.000092
Quick fit;0;50;10;0.000008
First fit;0;50;10;0.000007
Best fit;0;50;10;0.000005
Worst fit;0;50;10;0.000006
UNIX;1;50;10;0.000108
Half fit;1;50;10;0.000902
Quick fit;1;50;10;0.000108
First fit;1;50;10;0.000126
Best fit;1;50;10;0.000199
Worst fit;1;50;10;0.000252
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000002
UNIX;3;50;10;0.000029
Half fit;3;50;10;0.000020
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000009
Worst fit;3;50;10;0.000009
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000034
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000003
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000043
Half fit;1;50;10;0.000272
Quick fit;1;50;10;0.000007
First fit;1;50;10;0.000155
Best fit;1;50;10;0.000240
Worst fit;1;50;10;0.000319
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000002
UNIX;3;50;10;0.000038
Half fit;3;50;10;0.000030
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000063
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000008
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000025
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000003
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000042
Half fit;1;50;10;0.000286
Quick fit;1;50;10;0.000088
First fit;1;50;10;0.000138
Best fit;1;50;10;0.000233
Worst fit;1;50;10;0.000270
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000029
Half fit;3;50;10;0.000021
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000020
Worst fit;3;50;10;0.000009
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000044
Half fit;1;50;10;0.000332
Quick fit;1;50;10;0.000106
First fit;1;50;10;0.000203
Best fit;1;50;10;0.000323
Worst fit;1;50;10;0.000257
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000002
UNIX;3;50;10;0.000026
Half fit;3;50;10;0.000020
Quick fit;3;50;10;0.000008
First fit;3;50;10;0.000061
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000009
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000025
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000044
Half fit;1;50;10;0.000252
Quick fit;1;50;10;0.000059
First fit;1;50;10;0.000112
Best fit;1;50;10;0.000200
Worst fit;1;50;10;0.000256
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000002
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000027
Half fit;3;50;10;0.000021
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000009
Worst fit;3;50;10;0.000009
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000034
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000003
Best fit;0;50;10;0.000003
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000033
Half fit;1;50;10;0.000287
Quick fit;1;50;10;0.001071
First fit;1;50;10;0.000926
Best fit;1;50;10;0.000758
Worst fit;1;50;10;0.000191
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000007
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000013
Half fit;3;50;10;0.000027
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000009
Worst fit;3;50;10;0.000009
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000028
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000030
Half fit;1;50;10;0.000200
Quick fit;1;50;10;0.000192
First fit;1;50;10;0.000156
Best fit;1;50;10;0.000261
Worst fit;1;50;10;0.000150
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000002
UNIX;3;50;10;0.000012
Half fit;3;50;10;0.000026
Quick fit;3;50;10;0.000009
First fit;3;50;10;0.000061
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000008
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000027
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000027
Half fit;1;50;10;0.000214
Quick fit;1;50;10;0.000157
First fit;1;50;10;0.000108
Best fit;1;50;10;0.000207
Worst fit;1;50;10;0.000103
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000010
Half fit;3;50;10;0.000025
Quick fit;3;50;10;0.000061
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000009
Worst fit;3;50;10;0.000008
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000026
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000029
Half fit;1;50;10;0.000259
Quick fit;1;50;10;0.000292
First fit;1;50;10;0.000210
Best fit;1;50;10;0.000287
Worst fit;1;50;10;0.000180
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000007
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000012
Half fit;3;50;10;0.000028
Quick fit;3;50;10;0.000083
First fit;3;50;10;0.000010
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000008
UNIX;0;50;10;0.000001
Half fit;0;50;10;0.000068
Quick fit;0;50;10;0.000003
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000002
UNIX;1;50;10;0.000028
Half fit;1;50;10;0.000452
Quick fit;1;50;10;0.000214
First fit;1;50;10;0.000123
Best fit;1;50;10;0.000227
Worst fit;1;50;10;0.000120
UNIX;2;50;10;0.000002
Half fit;2;50;10;0.000006
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000011
Half fit;3;50;10;0.000035
Quick fit;3;50;10;0.000064
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000008
Worst fit;3;50;10;0.000008
UNIX;0;50;10;0.000002
Half fit;0;50;10;0.000027
Quick fit;0;50;10;0.000004
First fit;0;50;10;0.000002
Best fit;0;50;10;0.000002
Worst fit;0;50;10;0.000001
UNIX;1;50;10;0.000029
Half fit;1;50;10;0.000291
Quick fit;1;50;10;0.000011
First fit;1;50;10;0.000233
Best fit;1;50;10;0.000067
Worst fit;1;50;10;0.000150
UNIX;2;50;10;0.000001
Half fit;2;50;10;0.000007
Quick fit;2;50;10;0.000001
First fit;2;50;10;0.000001
Best fit;2;50;10;0.000001
Worst fit;2;50;10;0.000001
UNIX;3;50;10;0.000026
Half fit;3;50;10;0.000023
Quick fit;3;50;10;0.000058
First fit;3;50;10;0.000009
Best fit;3;50;10;0.000006
Worst fit;3;50;10;0.000007
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000059
Quick fit;0;50;100;0.000012
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000004
UNIX;1;50;100;0.000243
Half fit;1;50;100;0.001191
Quick fit;1;50;100;0.001162
First fit;1;50;100;0.001027
Best fit;1;50;100;0.001688
Worst fit;1;50;100;0.001914
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000045
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000121
Half fit;3;50;100;0.000331
Quick fit;3;50;100;0.000395
First fit;3;50;100;0.000361
Best fit;3;50;100;0.000126
Worst fit;3;50;100;0.000244
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000061
Quick fit;0;50;100;0.000012
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000258
Half fit;1;50;100;0.001574
Quick fit;1;50;100;0.001239
First fit;1;50;100;0.001042
Best fit;1;50;100;0.001625
Worst fit;1;50;100;0.001828
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000048
Quick fit;2;50;100;0.000004
First fit;2;50;100;0.000006
Best fit;2;50;100;0.000008
Worst fit;2;50;100;0.000007
UNIX;3;50;100;0.000130
Half fit;3;50;100;0.000157
Quick fit;3;50;100;0.000133
First fit;3;50;100;0.000139
Best fit;3;50;100;0.000054
Worst fit;3;50;100;0.000187
UNIX;0;50;100;0.000004
Half fit;0;50;100;0.000058
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000003
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000238
Half fit;1;50;100;0.001876
Quick fit;1;50;100;0.002115
First fit;1;50;100;0.001185
Best fit;1;50;100;0.001613
Worst fit;1;50;100;0.001828
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000049
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000123
Half fit;3;50;100;0.000174
Quick fit;3;50;100;0.000427
First fit;3;50;100;0.000164
Best fit;3;50;100;0.000052
Worst fit;3;50;100;0.000164
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000057
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000224
Half fit;1;50;100;0.001158
Quick fit;1;50;100;0.001200
First fit;1;50;100;0.001056
Best fit;1;50;100;0.001693
Worst fit;1;50;100;0.002476
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000049
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000124
Half fit;3;50;100;0.000165
Quick fit;3;50;100;0.000179
First fit;3;50;100;0.000182
Best fit;3;50;100;0.000052
Worst fit;3;50;100;0.000118
UNIX;0;50;100;0.000004
Half fit;0;50;100;0.000057
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000004
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000219
Half fit;1;50;100;0.001208
Quick fit;1;50;100;0.001265
First fit;1;50;100;0.001018
Best fit;1;50;100;0.001658
Worst fit;1;50;100;0.001884
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000044
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000007
UNIX;3;50;100;0.000112
Half fit;3;50;100;0.000149
Quick fit;3;50;100;0.000205
First fit;3;50;100;0.000164
Best fit;3;50;100;0.000050
Worst fit;3;50;100;0.000126
UNIX;0;50;100;0.000004
Half fit;0;50;100;0.000063
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000180
Half fit;1;50;100;0.000662
Quick fit;1;50;100;0.001147
First fit;1;50;100;0.001411
Best fit;1;50;100;0.001685
Worst fit;1;50;100;0.001953
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000049
Quick fit;2;50;100;0.000006
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000008
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000134
Half fit;3;50;100;0.000171
Quick fit;3;50;100;0.000073
First fit;3;50;100;0.000128
Best fit;3;50;100;0.000036
Worst fit;3;50;100;0.000184
UNIX;0;50;100;0.000014
Half fit;0;50;100;0.000061
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000183
Half fit;1;50;100;0.000827
Quick fit;1;50;100;0.001142
First fit;1;50;100;0.001732
Best fit;1;50;100;0.001647
Worst fit;1;50;100;0.001868
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000045
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000008
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000120
Half fit;3;50;100;0.000157
Quick fit;3;50;100;0.000071
First fit;3;50;100;0.000117
Best fit;3;50;100;0.000035
Worst fit;3;50;100;0.000215
UNIX;0;50;100;0.000006
Half fit;0;50;100;0.000092
Quick fit;0;50;100;0.000021
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000004
Worst fit;0;50;100;0.000004
UNIX;1;50;100;0.000192
Half fit;1;50;100;0.000681
Quick fit;1;50;100;0.001258
First fit;1;50;100;0.001380
Best fit;1;50;100;0.001658
Worst fit;1;50;100;0.001908
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000044
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000008
Worst fit;2;50;100;0.000007
UNIX;3;50;100;0.000127
Half fit;3;50;100;0.000174
Quick fit;3;50;100;0.000071
First fit;3;50;100;0.000125
Best fit;3;50;100;0.000036
Worst fit;3;50;100;0.000191
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000061
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000173
Half fit;1;50;100;0.000704
Quick fit;1;50;100;0.001080
First fit;1;50;100;0.001428
Best fit;1;50;100;0.001657
Worst fit;1;50;100;0.001881
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000045
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000142
Half fit;3;50;100;0.000170
Quick fit;3;50;100;0.000069
First fit;3;50;100;0.000074
Best fit;3;50;100;0.000036
Worst fit;3;50;100;0.000242
UNIX;0;50;100;0.000004
Half fit;0;50;100;0.000058
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000202
Half fit;1;50;100;0.000968
Quick fit;1;50;100;0.001345
First fit;1;50;100;0.001375
Best fit;1;50;100;0.001694
Worst fit;1;50;100;0.001872
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000046
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000140
Half fit;3;50;100;0.000162
Quick fit;3;50;100;0.000070
First fit;3;50;100;0.000139
Best fit;3;50;100;0.000035
Worst fit;3;50;100;0.000204
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000084
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000004
Worst fit;0;50;100;0.000004
UNIX;1;50;100;0.000181
Half fit;1;50;100;0.000704
Quick fit;1;50;100;0.001121
First fit;1;50;100;0.001437
Best fit;1;50;100;0.001647
Worst fit;1;50;100;0.001876
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000046
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000006
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000135
Half fit;3;50;100;0.000162
Quick fit;3;50;100;0.000070
First fit;3;50;100;0.000120
Best fit;3;50;100;0.000037
Worst fit;3;50;100;0.000189
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000081
Quick fit;0;50;100;0.000012
First fit;0;50;100;0.000005
Best fit;0;50;100;0.000006
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000579
Half fit;1;50;100;0.002949
Quick fit;1;50;100;0.000834
First fit;1;50;100;0.000922
Best fit;1;50;100;0.001443
Worst fit;1;50;100;0.001445
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000036
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000121
Half fit;3;50;100;0.000137
Quick fit;3;50;100;0.000216
First fit;3;50;100;0.000341
Best fit;3;50;100;0.000062
Worst fit;3;50;100;0.000074
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000061
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000004
UNIX;1;50;100;0.000199
Half fit;1;50;100;0.001154
Quick fit;1;50;100;0.000837
First fit;1;50;100;0.000960
Best fit;1;50;100;0.001472
Worst fit;1;50;100;0.001961
UNIX;2;50;100;0.000008
Half fit;2;50;100;0.000041
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000007
UNIX;3;50;100;0.000138
Half fit;3;50;100;0.000136
Quick fit;3;50;100;0.000149
First fit;3;50;100;0.000186
Best fit;3;50;100;0.000062
Worst fit;3;50;100;0.000115
UNIX;0;50;100;0.000004
Half fit;0;50;100;0.000064
Quick fit;0;50;100;0.000012
First fit;0;50;100;0.000004
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000208
Half fit;1;50;100;0.001340
Quick fit;1;50;100;0.000845
First fit;1;50;100;0.000765
Best fit;1;50;100;0.001437
Worst fit;1;50;100;0.001399
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000037
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000015
Best fit;2;50;100;0.000008
Worst fit;2;50;100;0.000015
UNIX;3;50;100;0.000129
Half fit;3;50;100;0.000143
Quick fit;3;50;100;0.000137
First fit;3;50;100;0.000178
Best fit;3;50;100;0.000062
Worst fit;3;50;100;0.000072
UNIX;0;50;100;0.000005
Half fit;0;50;100;0.000063
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000003
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000005
UNIX;1;50;100;0.000221
Half fit;1;50;100;0.001182
Quick fit;1;50;100;0.000824
First fit;1;50;100;0.000890
Best fit;1;50;100;0.001433
Worst fit;1;50;100;0.001433
UNIX;2;50;100;0.000006
Half fit;2;50;100;0.000037
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000005
Best fit;2;50;100;0.000008
Worst fit;2;50;100;0.000007
UNIX;3;50;100;0.000126
Half fit;3;50;100;0.000152
Quick fit;3;50;100;0.000131
First fit;3;50;100;0.000175
Best fit;3;50;100;0.000065
Worst fit;3;50;100;0.000111
UNIX;0;50;100;0.000004
Half fit;0;50;100;0.000058
Quick fit;0;50;100;0.000011
First fit;0;50;100;0.000003
Best fit;0;50;100;0.000005
Worst fit;0;50;100;0.000004
UNIX;1;50;100;0.000250
Half fit;1;50;100;0.001192
Quick fit;1;50;100;0.000834
First fit;1;50;100;0.000763
Best fit;1;50;100;0.001515
Worst fit;1;50;100;0.001415
UNIX;2;50;100;0.000007
Half fit;2;50;100;0.000036
Quick fit;2;50;100;0.000005
First fit;2;50;100;0.000006
Best fit;2;50;100;0.000007
Worst fit;2;50;100;0.000006
UNIX;3;50;100;0.000118
Half fit;3;50;100;0.000132
Quick fit;3;50;100;0.000157
First fit;3;50;100;0.000139
Best fit;3;50;100;0.000068
Worst fit;3;50;100;0.000169
